列1,列2,列3,列4,Param1,Param2,Pram3
1日目,行商人アルビン,狂人,今日は酒飲んでるよーだけど、喋れる人かなーという印象はあるので放置かにゃ。,,,
1日目,行商人アルビン,狂人,ヨアも何票か入ってるけど、夜中の指摘は妥当だなーと思いました。,,,
1日目,行商人アルビン,狂人,ただあんまり白く見えて来ないのは、考察の仕方というか推理過程とその結論部分が見えづらいせいなんかな？,,,
1日目,行商人アルビン,狂人,まぁここも放置で良いかな、と思ってます。,,,
1日目,行商人アルビン,狂人,とりま【シモンにセット済み】,,,
1日目,パン屋オットー,占い師,おはよう。,,,
1日目,パン屋オットー,占い師,今日の占いは結局、多数決からシモンで良いのかな？,,,
1日目,パン屋オットー,占い師,カタリナ、何かあれば一言頼む。,,,
1日目,パン屋オットー,占い師,っていうか、ヨアヒムが喉使い切ると思ってなかった、三時間前の感じからは。,,,
1日目,パン屋オットー,占い師,すごいな。,,,
1日目,パン屋オットー,占い師,あれから怒涛で喋ってたのか。,,,
1日目,パン屋オットー,占い師,あとセニョールは英語で言うと…,,,
1日目,パン屋オットー,占い師,「ミスター」だよ。,,,
1日目,パン屋オットー,占い師,三時以降の議事録全部読めてないので、ツッコミあれば明日言う。,,,
1日目,パン屋オットー,占い師,更新前用に年の為@1【占セットは兵のままだよ】,,,
1日目,木こりトーマス,村人,ディーター、RPが過剰な人は狼要素はうちのばっちゃも言ってたけどメタっぽいので自粛しました。,,,
1日目,木こりトーマス,村人,フリーデル、確かに短時間だしすいません。,,,
1日目,木こりトーマス,村人,ただ間に1回発言を挟んでる割には、と思ってしまったのです。,,,
1日目,木こりトーマス,村人,ヨアヒム、自由占いだと占われていない灰が減ると思い。,,,
1日目,木こりトーマス,村人,確定できるわけでは無いのですけど。,,,
1日目,木こりトーマス,村人,ヤコブ、「対向するよ」は真っぽくないは同意。,,,
1日目,木こりトーマス,村人,ヨアヒム、挽回は自分の議題に答えず寝オチして心証落とした件。,,,
1日目,木こりトーマス,村人,ヨアヒムは違和感ないかな。,,,
1日目,木こりトーマス,村人,個人的には寡黙吊より黒狙いを希望。,,,
1日目,木こりトーマス,村人,ではいってきます～,,,
1日目,農夫ヤコブ,人狼,寝落ちしたら更新時間に間に合わない悪夢を見ただよ。,,,
1日目,農夫ヤコブ,人狼,ガクガクブルブル。,,,
1日目,農夫ヤコブ,人狼,シモンは>>178で>>167の訂正してるけどそもそも発表によるんじゃ？,,,
1日目,農夫ヤコブ,人狼,という疑問が。,,,
1日目,負傷兵シモン,村人,すんまへん！,,,
1日目,負傷兵シモン,村人,おもいっく眠ってもうたみたいやわ！,,,
1日目,負傷兵シモン,村人,ええと、ざっと見た感じやとやっぱわしが怪しいっちゅうことで、力説したら逆に狼っぽくないと思われるやもしれんと思うたんやけど……,,,
1日目,負傷兵シモン,村人,逆効果やったかな（汗 ちゅうわけで、先に謝っときます！,,,
1日目,負傷兵シモン,村人,ややこしゅうこと言うてすんまへんでした！,,,
1日目,負傷兵シモン,村人,かっかってこいや確白！,,,
1日目,負傷兵シモン,村人,（じっくりログ見てきます……）,,,
1日目,行商人アルビン,狂人,カタリナさんは寝たままかな？,,,
1日目,行商人アルビン,狂人,発表順とかどうしましょうか？,,,
1日目,行商人アルビン,狂人,個人的にはオト狂と見てるのでオトさんに先に出して貰いたいなーとかどうとか。,,,
1日目,行商人アルビン,狂人,まぁ昨日の晩も言ったけど即発表することは出来ますよ。,,,
1日目,行商人アルビン,狂人,＠０,,,
1日目,農夫ヤコブ,人狼,オットーの>>198は襲撃死忘れてた視点漏れ狼っぽい。,,,
1日目,農夫ヤコブ,人狼,トーマス>>209にフリーデルは霊能者COを回したかったんじゃないかっぺと突っ込もうと思っただが、でもそれじゃあフリーデルの控えめな印象となんか違う気がしたさ？,,,
1日目,農夫ヤコブ,人狼,と思ったらシモンの>>211を見てフリーデル評には同意できるだ。,,,
1日目,農夫ヤコブ,人狼,シモン★>>220「占い回避を得た」ってどういう意味？,,,
1日目,農夫ヤコブ,人狼,クララは言葉ではすっぱり白いだの黒いだの言うけど>>224の不等号みたら多少迷ってる感があって人間くさい？,,,
1日目,農夫ヤコブ,人狼,きっとGS出してもらえるとクララの思考見やすくなりそうだべ。,,,
1日目,農夫ヤコブ,人狼,ディーター>>260でクララの考察内の「ワクワクが真印象につながる」理由が納得しただ。,,,
1日目,農夫ヤコブ,人狼,ディーターの説明わかりやすくて良いだぁ。,,,
1日目,旅人ニコラス,村人,ふぁぁ…,,,
1日目,旅人ニコラス,村人,よく寝た！,,,
1日目,旅人ニコラス,村人,そうー僕も疑われたか。,,,
1日目,旅人ニコラス,村人,シモたんが村人だったら一票入れた僕土下座で謝るよ。,,,
1日目,旅人ニコラス,村人,今日は19時頃帰ってくる予定だけど、みんなの話はもう一度確り読む。,,,
1日目,旅人ニコラス,村人,狼さん、やっぱよく出来る子から食うのかね。,,,
1日目,旅人ニコラス,村人,おおコワイコワイ…,,,
1日目,木こりトーマス,村人,ヤコブも違和感ないかな。,,,
1日目,木こりトーマス,村人,もっとハッキリしないとダメですね私。,,,
1日目,木こりトーマス,村人,ニコは印象掴めなかたよ＞＜,,,
1日目,シスターフリーデル,人狼,占い先希望だしてくださいね,,,
1日目,パン屋オットー,占い師,8時過ぎたかか。,,,
1日目,パン屋オットー,占い師,んー、シモン占いでいくぞ、もう。,,,
1日目,パン屋オットー,占い師,アルビン>>313 ん、別に俺先でも構わないよ。,,,
1日目,パン屋オットー,占い師,クララ>>243の「修→商→屋希望」とかあるけど。,,,
1日目,パン屋オットー,占い師,俺一番最初で良い？,,,
1日目,パン屋オットー,占い師,ニコラス＞一応【明確に占と霊の対抗、非対抗CO頼む】。,,,
1日目,パン屋オットー,占い師,【今日はシモンを占う。,Vote,Diviner,
1日目,パン屋オットー,占い師,セット完了】@0,,,
1日目,農夫ヤコブ,人狼,とりあえず、占い希望は盤面整理でトーマスかシモンかニコラスだべか。,,,
1日目,農夫ヤコブ,人狼,なんていうか、ニコラスは一応しゃべれそうで、トーマスは寡黙、シモンはRP大めで発言稼ぎ、占なわれるの拒否って疑わしすぎっていう状態だべ。,,,
1日目,農夫ヤコブ,人狼,ってかトーマスも十分発言稼ぎしてる感はあるが。,,,
1日目,農夫ヤコブ,人狼,どっちかというと●シモンかな。,Vote,Diviner,
1日目,農夫ヤコブ,人狼,フリーデルお疲れ様だ。,,,
1日目,農夫ヤコブ,人狼,統一占いで●シモンにする気はないんかな？,Vote,Diviner,
1日目,農夫ヤコブ,人狼,オイラはフリがここがあやしってところズバッと占ないたいならそれでもかまわなんだが。,,,
1日目,負傷兵シモン,村人,ヤコ>>314初回でいきなり占われるのを回避、ちゅう意味や。,,,
1日目,負傷兵シモン,村人,>>尼 どーみても変なわしに関しての考察がほっとんどされてへんところを見ると、わしを養護すべきかしないべきか悩んで、けっきょくうやむやにした狼、に見えてきたなあ……,,,
1日目,負傷兵シモン,村人,ってのは、ちぃと言いがかり？,,,
1日目,農夫ヤコブ,人狼,シモン★>>322それは全体の雰囲気的に占いあたんないなーってシモンが考えたってことだべさ？,,,
1日目,負傷兵シモン,村人,>>319さああ来いオットーー！！,,,
1日目,負傷兵シモン,村人,いまこそ決戦のときやあああああ！！,,,
2日目,シスターフリーデル,人狼,セットそのままシモンです,,,
2日目,行商人アルビン,狂人,【シモンは狼】うおぅ！,Divined_inquested,Wolf,Wolf
2日目,行商人アルビン,狂人,びっくりって程でもないけれど、僕としてはそんな黒くは見てなかったから意外ちゃ意外！,,,
2日目,行商人アルビン,狂人,昨日の最後の発言>>312は胡散臭いかな…,,,
2日目,行商人アルビン,狂人,とは思ったけれどね。,,,
2日目,行商人アルビン,狂人,これであとはLWを探すのみ！,,,
2日目,行商人アルビン,狂人,後黒だと怪しいので先に判定出すよ。,,,
2日目,行商人アルビン,狂人,と言いつつ、そろそろ出掛けなきゃいけないのでまた昼頃に。,,,
2日目,パン屋オットー,占い師,「決戦言うたけど…,,,
2日目,パン屋オットー,占い師,わし…,,,
2日目,パン屋オットー,占い師,こんな怪しまれて…,,,
2日目,パン屋オットー,占い師,初日占いで…,,,
2日目,パン屋オットー,占い師,グスッ」「泣くなよ…,,,
2日目,パン屋オットー,占い師,分かった、もっと漢らしく、堂々と、怪しまれなくなる方法を教えてやる」「えっ、ほ…,,,
2日目,パン屋オットー,占い師,ホンマに？,,,
2日目,パン屋オットー,占い師,」「ああ、ホンマだ」「それは一体！？,,,
2日目,パン屋オットー,占い師,」「少し待て。…,,,
2日目,パン屋オットー,占い師,レジーナ、彼にカルピスチューハイ氷抜き水抜き酎ハイ抜きで一つ」「ええぇぇぇえ」…,,,
2日目,パン屋オットー,占い師,結果、【シモンは人間だった】人狼がカルピスの原液如きで、あんな涙目になるわけないだろう。,Divined_inquested,Citizen,
2日目,シスターフリーデル,人狼,【シモンは人間ですね】聖人にもいますし…。,Divined_inquested,Citizen,
2日目,農夫ヤコブ,人狼,【シモンの斑確認】って言うかシモンが昨日言ってたような展開っぽいだ…？,,,
2日目,農夫ヤコブ,人狼,とりあえず、飯食ったり二度寝したりしてくるだ。,,,
2日目,農夫ヤコブ,人狼,うがー。,,,
2日目,負傷兵シモン,村人,>>323尼の雰囲気的に、尼の占いは当たらない、っちゅう意味か？,,,
2日目,負傷兵シモン,村人,せやったら、イエスや。,,,
2日目,負傷兵シモン,村人,>>327吹いてもうたわｗｗさーてアルビン、わしの推理やと、自分は黒宣言し、狼に自分が狂やと知らせた、狂人と見たで！！,,,
2日目,負傷兵シモン,村人,わしが吊られてから、霊の判断で偽やとバレたってかまわへん・・だって、その前に狼が真占食えばええだけやからな。,,,
2日目,負傷兵シモン,村人,狩人GJはすげえ厳しい。,,,
2日目,負傷兵シモン,村人,真占は高確率で襲撃にあう！,,,
2日目,負傷兵シモン,村人,って考えた狂人や！,,,
2日目,パン屋オットー,占い師,【商の兵黒、修の兵白判定確認】…,Information,,
2日目,パン屋オットー,占い師,アルビン割って来るのか。,,,
2日目,パン屋オットー,占い師,あと、俺が先に出さなくても良かったのか？,,,
2日目,パン屋オットー,占い師,発表順はあんま気にしてないけど。,,,
2日目,パン屋オットー,占い師,俺もご飯食べて、議事録読み込んでくるよ。,,,
2日目,パン屋オットー,占い師,あ、シモン。,,,
2日目,パン屋オットー,占い師,カルピスの原液一気飲みで漢になれるって言ったけど、ありゃあ嘘だ。,,,
2日目,パン屋オットー,占い師,すまん。,,,
2日目,司書クララ,村人,おはよ。,,,
2日目,司書クララ,村人,【シモン商→黒 他→白確認】まぁ、予想はしてたり。,Information,,
2日目,司書クララ,村人,いまのとこ、素直に▼兵にしてる。,,,
2日目,司書クララ,村人,今日のシモンとか占発言見て最終的には決めるけど。,,,
2日目,司書クララ,村人,シモン狩なら早めに宣言よろしく。,,,
2日目,司書クララ,村人,吊り間際だと対応面倒だし。,,,
2日目,司書クララ,村人,★兵＞昨日灰考察見るに、ほぼ●妙って感じるけど、提出にいたらなかったのはどうして？,,,
2日目,司書クララ,村人,それじゃ、深夜、増えてる分の議事見てきます。,,,
2日目,司書クララ,村人,■１．,,,
2日目,司書クララ,村人,占考察 ■２．,Opinion,Facilitator,
2日目,司書クララ,村人,灰考察 ■３．,Opinion,Facilitator,
2日目,司書クララ,村人,占吊希望 ■４．,Opinion,Facilitator,
2日目,司書クララ,村人,シモン考察 ご自由に,Opinion,Facilitator,
2日目,負傷兵シモン,村人,【商→黒 尼、屋→白 確認】>>331うそつきよったなオットー！,,,
2日目,負傷兵シモン,村人,わ、わ、わ、わしがどんなにがんばって一気したかわかっとらんやろ！？,,,
2日目,負傷兵シモン,村人,自分もやってみぃ！,,,
2日目,負傷兵シモン,村人,トイレ入ろうと開けたら中に年頃の妹がおったときくらい厳しいねんぞ！,,,
2日目,負傷兵シモン,村人,ええ？,,,
2日目,負傷兵シモン,村人,>>332占先は・・すまん！,,,
2日目,負傷兵シモン,村人,忘れてましたっ（土下座【わしは狩人やない】これでええ？,Coming_out,,Hunter
2日目,負傷兵シモン,村人,ほな、昼ごろ戻るわ。,,,
2日目,青年ヨアヒム,村人,おはよー。,,,
2日目,青年ヨアヒム,村人,早速パンダでふいた。,,,
2日目,青年ヨアヒム,村人,とりあえず▼兵で。,Vote,Execution,
2日目,青年ヨアヒム,村人,非狩COも入ったし、正直吊らない理由がないんだよね。,,,
2日目,青年ヨアヒム,村人,昨日の時点で占い師ズは何となく、商：真≧狂≧狼 尼：狂≧狼≧真 屋：狼≧狂≧真で僅差ながらアルビンが一歩出てる感じだった。,,,
2日目,青年ヨアヒム,村人,今日の特攻黒でより真狂度あっぷ。,,,
2日目,青年ヨアヒム,村人,狼はないでしょコレって感じ。,,,
2日目,青年ヨアヒム,村人,昨日の>>313「屋先出し希望」からの>>326は偽なら巧いよね。,,,
2日目,青年ヨアヒム,村人,２白なのが気になるとこだけど。,,,
2日目,司書クララ,村人,ひとまず、返答やらなんやら。,,,
2日目,司書クララ,村人,商>>230上段は了解。,,,
2日目,司書クララ,村人,んー･･･対抗占考察挙げてほしい。,,,
2日目,司書クララ,村人,修狼ピンと来ない。,,,
2日目,司書クララ,村人,下段は、素っぽい反応だし、了解。,,,
2日目,司書クララ,村人,今日判定から真狂どっちかだろし。,,,
2日目,司書クララ,村人,修>>236そこで言われても、＠喉2で、希望出しもまだなのに無茶すぎるｗ 2-2ならともかく、占3COなら、霊確定か初日5COってことで、考察優先したし。,,,
2日目,司書クララ,村人,>>248ほむ、は･･･ごめ。,,,
2日目,司書クララ,村人,ただの相づち。,,,
2日目,司書クララ,村人,妙>>250そうかなぁ。オト,,,
2日目,司書クララ,村人,がばっちり真！,,,
2日目,司書クララ,村人,ならともかく、占疑問あった事思えば、ライン切り範疇だと思うんだけど。,,,
2日目,司書クララ,村人,考えは了解。,,,
2日目,司書クララ,村人,修>>252心得了解。,,,
2日目,司書クララ,村人,性格一致だね。,,,
2日目,司書クララ,村人,>>252 1.,,,
2日目,司書クララ,村人,狂まとめは狼吊ること多いし、狂と思わず襲撃されがちだから、警戒は首傾げ。,,,
2日目,司書クララ,村人,立候補は、ゆるめ個人戦で、決定権ないのに必須かなぁって思う。,,,
2日目,司書クララ,村人,回避っぽいとか、発言怪しいってなら別だけど。,,,
2日目,司書クララ,村人,最後は了解。,,,
2日目,司書クララ,村人,☆農>>255？,,,
2日目,司書クララ,村人,ごめん、質問意図わからん。,,,
2日目,司書クララ,村人,予想済みって何？同時,,,
2日目,司書クララ,村人,なら、狼狂とも様子見しがちだから、ＣＯ順情報にしやすい。,,,
2日目,司書クララ,村人,霊騙りor潜伏希望狂と占狂任せ狼って組み合わせで占確定ありえる。,,,
2日目,司書クララ,村人,後者はなったらなったでダレるけど。,,,
2日目,司書クララ,村人,★者>>264私考えあわないところ、ってあるけど、聞いてみようとかないの？,,,
2日目,司書クララ,村人,考察なんか似た感じある分、どの辺？,,,
2日目,司書クララ,村人,って思った。,,,
2日目,司書クララ,村人,占周りかね。,,,
2日目,司書クララ,村人,ちょい聞いときたい。,,,
2日目,司書クララ,村人,★妙>>278占考察きちんと挙げてほしいな。,,,
2日目,司書クララ,村人,>>161>>177>>298だと共感取れなく,,,
2日目,司書クララ,村人,て、納得できなかったり。,,,
2日目,司書クララ,村人,あと●旅って、白狙い？,Vote,Diviner,
2日目,司書クララ,村人,☆青>>282素村。,,,
2日目,司書クララ,村人,>>295☆３−２予定狼か、村騙り撤回２−２想定狼って予想の視点漏れ指摘だけど、半ば難癖。,,,
2日目,司書クララ,村人,反応どう返るかが一番見たかった。,,,
2日目,司書クララ,村人,「占として～」は、屋から襲撃不安、他より取れなかったのよ。,,,
2日目,司書クララ,村人,なんで狩話題触れて突付いて、やっぱり出ないのね？,,,
2日目,司書クララ,村人,ってストレートに振った感じ。,,,
2日目,司書クララ,村人,>>297飛んでないよ。,,,
2日目,司書クララ,村人,私もその辺り、屋に疑問持ってる。,,,
2日目,司書クララ,村人,☆妙>>300たぶ,,,
2日目,司書クララ,村人,ん共感要素高め。,,,
2日目,司書クララ,村人,占２ＣＯ見て、ＦＯっぽいなって思ったら、>>148って出て。,,,
2日目,司書クララ,村人,霊来ないなぁって思ったら>>216だったからｗ 後は、考察に特に疑問なかったのと、占繋がり感じない辺り。,,,
2日目,司書クララ,村人,★樵>>310？,,,
2日目,司書クララ,村人,ごめん、よく意味がとれなかった。,,,
2日目,司書クララ,村人,説明もらえると助かる。,,,
2日目,司書クララ,村人,★屋>.,,,
2日目,司書クララ,村人,331自分が先に出さなくて、補足お願い。,,,
2日目,司書クララ,村人,兵>>333ゾロ目おめ。,,,
2日目,司書クララ,村人,占い希望、忘れてたのか。,,,
2日目,司書クララ,村人,出すなら●妙だった、でいい？,Vote,Diviner,
2日目,司書クララ,村人,【非狩確認】＠14,Information,,
2日目,青年ヨアヒム,村人,あと、オットーって昨日シモン希望だったんじゃなかったっけ？,,,
2日目,青年ヨアヒム,村人,両狼だとしたらマゾいよね。,,,
2日目,青年ヨアヒム,村人,前後の状況にもよるけど要チェキ。,,,
2日目,青年ヨアヒム,村人,尼屋に真いるなら今日は頑張りどころだよ！,,,
2日目,青年ヨアヒム,村人,ふぁいと！,,,
2日目,青年ヨアヒム,村人,兵吊りは固いんで、兵の白要素挙げよりも、狼探し・護衛引き付け的な意味で。,,,
2日目,青年ヨアヒム,村人,☆書 返答サンクス。,,,
2日目,青年ヨアヒム,村人,オットーの返答も微妙なんだけど、狩の話題で自分襲撃後の話？,,,
2日目,青年ヨアヒム,村人,具体的にどういう想定予想してたの？,,,
2日目,青年ヨアヒム,村人,視点漏れは「確白できなかった場合」の部分かな。,,,
2日目,パン屋オットー,占い師,☆クララ>>339 アルの「後黒だと怪しい」読み飛ばしてた。,,,
2日目,パン屋オットー,占い師,あと今更すぎるが、>>195読み違えてたかも。,,,
2日目,パン屋オットー,占い師,「狩人回避の状況想定教えろ」「回避するならこう？,,,
2日目,パン屋オットー,占い師,」「占い師として襲撃後の話出ると思ってた」「自分襲撃後とか考えてなかった」っていう流れだったんだが（俺的に）。,,,
2日目,パン屋オットー,占い師,ごめん、クララが>>189で、俺にどういう回答を期待して質問したのかが全然分からない。,,,
2日目,パン屋オットー,占い師,でも今更なので置いといて良い。,,,
2日目,パン屋オットー,占い師,俺が馬鹿だって話。,,,
2日目,司書クララ,村人,☆青>>340自分襲撃後は、私だと、「狩地雷を狙って占い回避は～」とかその辺り触れる。,,,
2日目,司書クララ,村人,共有いないわけだし、狩人地雷は美味しい。,,,
2日目,司書クララ,村人,もしくは、「占い先襲撃やばい」とかね。,,,
2日目,司書クララ,村人,言わないから偽、ってわけじゃないんだけどね。,,,
2日目,司書クララ,村人,もう少しこう、自分が襲われるとまずい！,,,
2日目,司書クララ,村人,って意識が見れるかなーって期待があったのが大きい。,,,
2日目,司書クララ,村人,後半の、視点漏れは、そこであってるよ。,,,
2日目,司書クララ,村人,確白求めすぎ感がちょいね。,,,
2日目,司書クララ,村人,屋>>341返答了解。,,,
2日目,司書クララ,村人,狩考えは上回答で,,,
2日目,少年ペーター,狩人,おはようございます。,,,
2日目,少年ペーター,狩人,寒いです。,,,
2日目,少年ペーター,狩人,なんか予想通り（クララと同じこと考えてるのかな？,,,
2日目,少年ペーター,狩人,）斑になって、▼兵を希望したいものの、でもやっぱり白だった時なんかやられてるのかなとか思ってしまう自分です。,Vote,Execution,
2日目,少年ペーター,狩人,まあでもここは▼兵だと思うです。,Vote,Execution,
2日目,少年ペーター,狩人,霊判定見る→同時に占いがもし抜かれる→その後２日偽占いを吊っていく→７人中２人or１人で戦う って流れで充分この村としては頑張ってると思うれす。,,,
2日目,少年ペーター,狩人,さむい。,,,
2日目,青年ヨアヒム,村人,屋>>341で昨日のもんにゃり感が氷解した。,,,
2日目,青年ヨアヒム,村人,ですよねー。,,,
2日目,青年ヨアヒム,村人,微妙とか言ってごめん。,,,
2日目,青年ヨアヒム,村人,何となくしか流れ追ってなかったからさ。,,,
2日目,青年ヨアヒム,村人,まあその弁が妥当かどうかは後で精査するとして。,,,
2日目,青年ヨアヒム,村人,書>>342 えええ？,,,
2日目,青年ヨアヒム,村人,確か狩の吊り回避の話だよね？,,,
2日目,青年ヨアヒム,村人,狩地雷とかそんな話してなくね？？,,,
2日目,青年ヨアヒム,村人,いや僕の記憶が正しければだけど。,,,
2日目,青年ヨアヒム,村人,何か無理やり感というか、謎い。,,,
2日目,青年ヨアヒム,村人,あ、もし僕が勘違いしてたらごめん。,,,
2日目,青年ヨアヒム,村人,地雷おいしいと僕は別に思わないからなあ。,,,
2日目,青年ヨアヒム,村人,クララはもうちょっと、やーらかい考え方してほしいな。,,,
2日目,青年ヨアヒム,村人,自分は自分、人は人。,,,
2日目,青年ヨアヒム,村人,オットー真ぽくないは同意する部分もあるけど、その考え方はちょっと危険な気がする。,,,
2日目,青年ヨアヒム,村人,あ、ちなみに商狂の目も普通に見てるんで、アルビンも気を抜かず頑張ってね。,,,
2日目,青年ヨアヒム,村人,黒出し占い師なんて真ならかなり抜かれやすいし、あまりにも屋尼どっちか真ぽいor商偽ぽいor兵白すぎたら、別のとこ吊ることも考えるから。,,,
2日目,木こりトーマス,村人,鳩から斑判定確認。,,,
2日目,木こりトーマス,村人,クララ、占い対象に寡黙を当てるより可能な限り黒っぽいとこを選んだ方が建設的だと思ったのです。,,,
2日目,シスターフリーデル,人狼,とりあえず占い希望出す締め切りの時間はほしいです。,,,
2日目,シスターフリーデル,人狼,朝の8時でも夜中の25時でもいいですけど。,,,
2日目,シスターフリーデル,人狼,昨日はシモンが最多なの確定でしたから集計結果が出なくても、そのままセットできましたけど。,,,
2日目,シスターフリーデル,人狼,あと私としては斑より寡黙の方を何とかしたいです。,,,
2日目,シスターフリーデル,人狼,カタリナが居る内に霊判定見たいというのも分かりますけど。,,,
2日目,シスターフリーデル,人狼,カタリナはどう感じているのですか？,,,
2日目,負傷兵シモン,村人,司>>339ども。,,,
2日目,負傷兵シモン,村人,出すなら●妙やった！,Vote,Diviner,
2日目,負傷兵シモン,村人,青>>340と>>345が矛盾しとらんか？,,,
2日目,負傷兵シモン,村人,この状況やとわし吊は確定ちゃうん？,,,
2日目,負傷兵シモン,村人,商が真or偽が確実にわかるんやから。,,,
2日目,負傷兵シモン,村人,これを超えるメリットは他にある？,,,
2日目,負傷兵シモン,村人,なんや商と敵対するような発言をわざとした狼に見えるで！,,,
2日目,負傷兵シモン,村人,それと>>340、護衛引き付けはわかるけどやで？,,,
2日目,負傷兵シモン,村人,そのせいで霊が襲われるっちゅうパターンは考えとる？,,,
2日目,負傷兵シモン,村人,ミスリードして、あまよくば霊を襲おうとしとらんか？,,,
2日目,負傷兵シモン,村人,（きらーん,,,
2日目,シスターフリーデル,人狼,1,,,
2日目,シスターフリーデル,人狼,占い考察はどちらが狂でどちらが狼の内訳ですね。,,,
2日目,シスターフリーデル,人狼,弱い根拠ですけど、アルビンとシモンがつながってる可能性機能感じたので、アルビン狼オットー狂の可能性が少し高いかも。,,,
2日目,シスターフリーデル,人狼,2,,,
2日目,シスターフリーデル,人狼,灰考察は深夜にします。,,,
2日目,シスターフリーデル,人狼,3,,,
2日目,シスターフリーデル,人狼,占い吊り希望は暫定で●ニコラスor最多票者 ▼シモンorニコラスニコラスは情報が出てない上に、非COもCOもしてないので、今のままにしておくのは難しいと感じています。,Vote,,
2日目,シスターフリーデル,人狼,シモン吊りは気は進みませんが斑吊りな,,,
2日目,シスターフリーデル,人狼,4,,,
2日目,シスターフリーデル,人狼,シモン考察、目立つから占い希望多く出たのかなと。,,,
2日目,シスターフリーデル,人狼,私は潜伏狼で怪しい人間をロックオンすると、かなりの確率で潜伏共有者か狩人に行ってしまいますので。,,,
2日目,シスターフリーデル,人狼,クララさんほど積極的にはどうしてもなれなかったのです。,,,
2日目,シスターフリーデル,人狼,今回はそこまで追求しなくて良いので気が楽です。,,,
2日目,シスターフリーデル,人狼,不審な情報抑えて目立たないようにしてる人って狼に見えるので、狩人と見分けが私にはあまりつきません。,,,
2日目,シスターフリーデル,人狼,クララ回答ありがとうございます。,,,
2日目,シスターフリーデル,人狼,実質まとめ役してるようなのでもし明日が来るなら占いたいかなと感じています。,,,
2日目,シスターフリーデル,人狼,ただ、前回書いたように斑よりはいいとしても確定白になると狙われやすいので悩みます。,,,
2日目,シスターフリーデル,人狼,個人的にはリーザ、ヨアヒム、ヤコブ辺りを黒狙いしたいのですが。,,,
2日目,シスターフリーデル,人狼,出かけますので24時以降にまた来ます。,,,
2日目,シスターフリーデル,人狼,時々は見てますので。,,,
2日目,シスターフリーデル,人狼,あと発言数余裕有る方がいましたら昨日の占い先の表のまとめお願いします。,,,
2日目,シスターフリーデル,人狼,今日の希望の表もできれば…。,,,
2日目,シスターフリーデル,人狼,まずは締め切り時間がほしいです。,,,
2日目,司書クララ,村人,お昼顔出し。,,,
2日目,司書クララ,村人,青>>345偽っぽい真なんていくらでもいますしね、って私そんな固まって見てる？,,,
2日目,司書クララ,村人,そこまで自説こだわってないんですが。,,,
2日目,司書クララ,村人,樵>>346 あ、青>>303見て解決。,,,
2日目,司書クララ,村人,ごめ。,,,
2日目,司書クララ,村人,私の読み落とし。,,,
2日目,司書クララ,村人,修>>349商狼は、薄いと思うよ？,,,
2日目,司書クララ,村人,兵吊りで羊霊判定出れば、自分偽判明。,,,
2日目,司書クララ,村人,先吊られの上、修屋が真狂見極めつかないままとか、何しに占騙り出たの？,,,
2日目,司書クララ,村人,って感じ。,,,
2日目,司書クララ,村人,>>351私、実質まとめなの！？,,,
2日目,司書クララ,村人,議題置き位しか覚えがない,,,
2日目,羊飼いカタリナ,霊能者,【兵斑確認】ダメまとめな私・・・／農年司尼妙旅青商兵屋者樵●兵兵兵旅青一一妙一兵青兵,,,
2日目,司書クララ,村人,修>>347パンダ出てるし、占いに関しては、統一じゃなくてもいいかな、って思う。,,,
2日目,司書クララ,村人,占各自で持ってる情報がだいぶ違うのよね。,,,
2日目,司書クララ,村人,この場合、村全体としての情報より、占それぞれで真見ての情報のほうが、大きいと思う。,,,
2日目,司書クララ,村人,ただ、あくまで私はこう思うってだけだしね。,,,
2日目,司書クララ,村人,意見集めるのが良いと思う。,,,
2日目,司書クララ,村人,締切時間は･･･占にあわせるよ。,,,
2日目,司書クララ,村人,私個人では1:00までには必ず。,,,
2日目,司書クララ,村人,■５．,,,
2日目,司書クララ,村人,占い方法・統一/自由と締切時間リナ＞どんまい！,,,
2日目,司書クララ,村人,後任せる。,,,
2日目,少女リーザ,村人,判定確認っ。,,,
2日目,少女リーザ,村人,アルビンさん偽っぽ。,,,
2日目,少女リーザ,村人,アルビンさん真なら誤爆込みの２黒狙いで良かったでしょ？,,,
2日目,少女リーザ,村人,何で信用得る為に最初に判定出すなんて言葉が出るのか理解し難いよ。,,,
2日目,少女リーザ,村人,昼ころ出かけるから最初に出すってだけでいいでしょ…,,,
2日目,少女リーザ,村人,って似たこと昨日も言ったね、うん。,,,
2日目,少女リーザ,村人,アルビンさんは偽だと思うけど▼シモンに反対は無いよ、と言っておくねっ。,Vote,Execution,
2日目,少女リーザ,村人,☆昨日の回答になるけど、３ＣＯより２ＣＯの方が真が残り易い+決め打ちし易いから、かなっ。,,,
2日目,少女リーザ,村人,☆クララ>>337下段＞ん、めんどうなのでパス。,,,
2日目,少女リーザ,村人,明日カタリナさんが抜かれてたら考えるよ。,,,
2日目,少女リーザ,村人,●ニコラスさんは吊るくらいなら占っとけ、だよっ。,Vote,Diviner,
2日目,少女リーザ,村人,というか今気付いたけど、私もクララも難癖付けて相手の反応見るタイプじゃないかなー？,,,
2日目,少女リーザ,村人,別にこれはスルーでおっけ。,,,
2日目,少女リーザ,村人,あと、霊来ないなぁって言うのは突然死可能性を考えてて「来た！,,,
