列1,列2,列3,列4,Param1,Param2,Pram3
2日目,少女リーザ,村人,いられる時間で真贋印象が変わったり、もっと早く来いとか言うわけじゃないから、良かったら教えてほしいわ。,,,
2日目,羊飼いカタリナ,人狼,ヤコブ 占い対抗を止めるのは白いかな。,,,
2日目,羊飼いカタリナ,人狼,じっくり議論したいというのは理解できる。,,,
2日目,羊飼いカタリナ,人狼,私の考えとは違ったけど。,,,
2日目,羊飼いカタリナ,人狼,ただ、狼が相談用に止めたかったり、白アピとしてやった可能性はあり。,,,
2日目,羊飼いカタリナ,人狼,昨日の>>256なんかは微妙。,,,
2日目,羊飼いカタリナ,人狼,対抗非対抗を止めたりしたら、注目はされるよね。,,,
2日目,羊飼いカタリナ,人狼,質問してきたり、●に挙げられたら疑い返しはうーんと思ってしまう。,,,
2日目,少女リーザ,村人,よく見たらクラ姉ちゃんも聞けてないの…,,,
2日目,少女リーザ,村人,でも更新前後に鳩飛ばせるみたいだから、あんまり気にしてないの。,,,
2日目,少女リーザ,村人,判定揃ってから考えようかと思ったけど…,,,
2日目,少女リーザ,村人,ずっと待ってるだけじゃ不毛なの。,,,
2日目,少女リーザ,村人,二人の分だけでもさっと出しちゃお。,,,
2日目,少女リーザ,村人,司：真≧狂＞狼 ここで狼さんが黒出すメリットは低く思えるわ。,,,
2日目,少女リーザ,村人,でも白確しちゃうと吊れなくなっちゃうの。,,,
2日目,少女リーザ,村人,悪くても狂人さんかしら、でも灰考察とか、村と狼を見極めるぞーって感じが真っぽいの。,,,
2日目,少女リーザ,村人,羊：真＝狼＞狂 リナ姉ちゃんはプロの「役職コンプ～」とか、慣れてそうなの。,,,
2日目,少女リーザ,村人,狼さんなら単独COから占い騙りでグイグイ引っ張っていけそうよ。,,,
2日目,少女リーザ,村人,狼さんで今日の白出しなら、後できっとアルさんのことパクンと言っちゃうつもりなのよ。,,,
2日目,少女リーザ,村人,でも、単発発言やロケットCOは単独感あるの。,,,
2日目,少女リーザ,村人,あと訥々と喋ってるのに、>>329がいきなり賭博黙示録で吹いたのよ…。,,,
2日目,少女リーザ,村人,何故か狂人さんの印象が無いの…,,,
2日目,少女リーザ,村人,樵狂結構ありそうって思ってるからかな。,,,
2日目,少女リーザ,村人,二人分だけって思ったけど、トマさんだけ後から出しても意味ないの…,,,
2日目,少女リーザ,村人,やっぱ出しちゃお。,,,
2日目,少女リーザ,村人,樵：狂＞真＞狼 いまいち信用度が低いの。,,,
2日目,少女リーザ,村人,でも狼さんで占騙るなら、もっと頑張って信用取りに来ると思うわ。,,,
2日目,少女リーザ,村人,ヨア兄ちゃんは狂人薄そうって言うけど、2-2のライン戦じゃなくて、ローラーはともかく3-1で占い破壊しやすくする狂人さんだっていると思うの。,,,
2日目,少女リーザ,村人,でもこれからの判定や発言次第で、結構印象変わりそうなのよ。,,,
2日目,少女リーザ,村人,@15,,,
2日目,農夫ヤコブ,村人,トマはまだ来てねえだか。,,,
2日目,農夫ヤコブ,村人,結果が気になるだよ。,,,
2日目,農夫ヤコブ,村人,申し訳ねえがおらにはクララは偽にしか思えねえだ。,,,
2日目,農夫ヤコブ,村人,アルを白と思ってるからではなく、更新4分前の>>325が、真としての心情に欠ける気がしてならねえだべ。,,,
2日目,農夫ヤコブ,村人,あと4分で更新て時になんかの用事で席を外さなきゃなんねえなら、占いセットとか、結果のことが気になるのが普通でないかい？,,,
2日目,農夫ヤコブ,村人,そういう発言が一切ないのが、正直真の行動とは思えないだよ。,,,
2日目,農夫ヤコブ,村人,★リザ＞アルについてどう思ってるか聞きたいだよ。,request,,
2日目,農夫ヤコブ,村人,>>241「何考えてるかわかりづらいの…,,,
2日目,農夫ヤコブ,村人,」の時点では黒か灰かどっちだべ？,,,
2日目,農夫ヤコブ,村人,で、真と思うクララからのアル黒出しは驚きも違和感もないだかね？,,,
2日目,農夫ヤコブ,村人,リナ>>350＞疑い返しとかでなく、そもそもそれを誘った罠だと説明してんだが。,,,
2日目,農夫ヤコブ,村人,今日は子牛のチルチルと一緒に寝るだ。,,,
2日目,農夫ヤコブ,村人,おやすみー,,,
2日目,村娘パメラ,村人,トマさんの結果を見たいんだけど…,,,
2日目,村娘パメラ,村人,というか、トマさんに出してもらわないと出せない考察があるの…。,,,
2日目,村娘パメラ,村人,・アルさんが「クララおつ」としか発言してないのが印象的。,,,
2日目,村娘パメラ,村人,まとめするつもりだったくらいの人なら、もう少し発言があってもいいはず…,,,
2日目,村娘パメラ,村人,現時点では黒要素です…,,,
2日目,羊飼いカタリナ,人狼,ペーター >>177 でニコラスが霊対抗を回さなかったのを聞いているけど、対抗非対抗を回すかどうかは、ヤコブの発言からずっとあいまいな状態だったから、多少の戸惑いはあってもおかしくないと思うけど?,Opinion,Facilitator,
2日目,羊飼いカタリナ,人狼,ヤコブに関しては「目的持って動いてる感じが好印象」と少しちぐはぐな感じ。,,,
2日目,羊飼いカタリナ,人狼,>>221 三日目5coを心配しているのは良いね。,,,
2日目,羊飼いカタリナ,人狼,トーマスの早い●希望に突っ込み入れてるから、両狼はなさそうにも感じる。パメ,,,
2日目,羊飼いカタリナ,人狼,パメラ>>215からペーター>>220のやり取りは白っぽいな。,,,
2日目,羊飼いカタリナ,人狼,ライン的にはニコラスとのラインを見たい。,,,
2日目,羊飼いカタリナ,人狼,ここだけ不自然な感じ。,,,
2日目,行商人アルビン,狩人,まだ仕事中なんですまんよーリーザ狼だろコレ,,,
2日目,少女リーザ,村人,☆ヤコ兄ちゃん>>355 時系列的には「商黒寄り灰」っぽく見てて「司黒出し」→「司真寄り」って感じね。,,,
2日目,少女リーザ,村人,すっごく乱暴な言い方すると、アルさんの斑判定自体は結構どうでも良いの…。,,,
2日目,少女リーザ,村人,狼さんなら、仲間から「もっとちゃんとしろ」って言われそうだけど、逆にそれを白要素と取るかって言われると、できないわ。,,,
2日目,少女リーザ,村人,村への協力的な姿勢が見えないの。,,,
2日目,少女リーザ,村人,>>344とか、クラ姉ちゃんにもっと言いたいことないの？,,,
2日目,少女リーザ,村人,って感じ。,,,
2日目,少女リーザ,村人,アルさん>>359 だから、「どうしてそう思ったのか」って理由を言ってもらわないと、わたしは「アルさん怪しい！,,,
2日目,少女リーザ,村人,」としか思えないわ。,,,
2日目,少女リーザ,村人,★なんでリズが狼っぽいって思ったの？,,,
2日目,少女リーザ,村人,忙しくて理由を述べてる時間が無いなら、後でゆっくり、理由も一緒に書き添えてから言ってもいいと思うのよ。,Estimate,,
2日目,少女リーザ,村人,「内容寡黙だから吊り」とはすぐ言わないわ。,,,
2日目,少女リーザ,村人,リズはアルさんともっとお喋りしたい。,,,
2日目,羊飼いカタリナ,人狼,アルビンについては白要素あげになるね。,,,
2日目,羊飼いカタリナ,人狼,素村人の時斑は無条件で吊る人間なのでちょっと複雑な心境だけど。,,,
2日目,羊飼いカタリナ,人狼,基本理由説明が無く、白黒を言ってて、理由があるのは>>228くらいかな。,,,
2日目,羊飼いカタリナ,人狼,後はクララが状況的に偽っぽいことだね。,,,
2日目,羊飼いカタリナ,人狼,foになったことと、共有者がいないこと。,,,
2日目,羊飼いカタリナ,人狼,特攻黒だししやすい状況だね。,,,
2日目,羊飼いカタリナ,人狼,今日はもう寝ます。,,,
2日目,少年ペーター,人狼,ゲ、ゲルにぃー！,,,
2日目,少年ペーター,人狼,【リナねぇとクラねぇの判定確認】トマにぃはまだか…。,,,
2日目,少年ペーター,人狼,とりあえず仮眠とって深夜また確認しに来ると思うー。,,,
2日目,少年ペーター,人狼,それから１個質問残しておこう。,,,
2日目,少年ペーター,人狼,ちなみに、これについては思うところがあるんだけど、それはトマにぃの判定を見てから言うね。,,,
2日目,少年ペーター,人狼,★リーちゃん＞判定をまだ出してないトマにぃの考察を出したのはなんで？,,,
2日目,少女リーザ,村人,☆ペタ君>>363 クラ姉ちゃんリナ姉ちゃんの考察は「二人だけが判定を出してる状態」からの考察で、でもそれ以前に「1日目のトマさんは狂人印象」って言うのがあって。,,,
2日目,少女リーザ,村人,だからリナ姉クラ姉の考察が昨日と今日の印象ごっちゃになってるから、トマさんだけ判定全揃いした状態で考察出しても意味ないなって思ったの。,,,
2日目,少女リーザ,村人,印象変わったら、また書き直せばいいし。…,,,
2日目,少女リーザ,村人,まぁ、リズお喋りだから、喉残ってるか分からないんだけどね！,,,
2日目,少女リーザ,村人,@12,,,
2日目,青年ヨアヒム,村人,また来ましたけど、まだトーマスさんは来れてないようですね。,,,
2日目,青年ヨアヒム,村人,とりあえず、明日までまって再度考えましょう。,,,
2日目,青年ヨアヒム,村人,それでは、おやすみなさい。,,,
2日目,青年ヨアヒム,村人,@15,,,
2日目,旅人ニコラス,村人,トーマスまだ宿に帰ってきてないカパ？,,,
2日目,旅人ニコラス,村人,んー、ポクちょっと具合悪いんで早めに寝たいカパけど…,,,
2日目,旅人ニコラス,村人,判定二人分しか出ていないカパけど、クララの判定>>337での「ぐはｗ」、これが偽っぽいカパ。,,,
2日目,旅人ニコラス,村人,反応するなって意味じゃないカパ。,,,
2日目,旅人ニコラス,村人,1dの考察で殆ど触れていないアルビンの黒にそういう反応が出るのが違和感なんだカパ。,,,
2日目,旅人ニコラス,村人,★クララにとって、アルビン黒はそんなに意外だったカパ？,,,
2日目,旅人ニコラス,村人,あと、それを見たアルビンの一発言>>344が、アルビンらしさでポクは白く感じるんだカパ。,,,
2日目,旅人ニコラス,村人,（リザパメと意見反対カパ）「あー黒出されたか」的反応のひとつもない辺り。,,,
2日目,旅人ニコラス,村人,纏め云々は、本人が白で明日の黒判定を全く考えなかったからこそ言ってそうだと思うカパ。…,,,
2日目,旅人ニコラス,村人,まあもっと色々喋って欲しいとは思うカパけど。,,,
2日目,旅人ニコラス,村人,ヤコブのクララ偽推理>>354はポク面白いし確かに～と思ったカパ。,,,
2日目,旅人ニコラス,村人,ポクがクララならめっちゃ気にするとこカパ,,,
2日目,木こりトーマス,占い師,待たせたなさて俺の出番だ。,,,
2日目,木こりトーマス,占い師,俺は上半身が裸ってことで変態。,,,
2日目,木こりトーマス,占い師,もといレスラーなんだ。,,,
2日目,木こりトーマス,占い師,プロレス占いだ。,,,
2日目,木こりトーマス,占い師,いくぜ！,,,
2日目,木こりトーマス,占い師,実況「さあ全国三千万人のプロレスファンの皆様お待たせしました。,,,
2日目,木こりトーマス,占い師,今日は鋼の騎士・機関車トーマスVS萌える闘魂アントニオ・アルビンの１戦をお伝えします」商「いつも裸できもいんだっよぉ～、死ね～機関車～」実況「あ～っと、ここでアルビンの問答無用の押売り攻撃だ。,,,
2日目,木こりトーマス,占い師,トーマス、不要の物を無理やり買わされ,,,
2日目,木こりトーマス,占い師,無理やり買わされて頭がパニックだぁ～」商「自分の、おっ○いでも吸って寝やがれ」実況「ここで留めのジャーマンスープレックスだぁ。,,,
2日目,木こりトーマス,占い師,カウントが入る、１，２～。,,,
2日目,木こりトーマス,占い師,２．５で返した～」木「俺が負けたら、俺が負けたら、ペーターにびっくりマンチョコを取られてしまう。,,,
2日目,木こりトーマス,占い師,それは、させんぞぉー」実況「あ～、ここでトーマス、目潰し、金的、凶器攻撃の３連コンボが出たー。,,,
2日目,木こりトーマス,占い師,アルビン立てません。,,,
2日目,木こりトーマス,占い師,KO勝ちです」,,,
2日目,木こりトーマス,占い師,木「なんとか、びっくりマンチョコは守ったぜ、ってことで」【アルビンは人間です】,Divined_inquested,Citizen,
2日目,木こりトーマス,占い師,ha-ha-長かったぜ。,,,
2日目,木こりトーマス,占い師,それだけ、俺の占いは大変で意味を持つものなんだぜ。,,,
2日目,木こりトーマス,占い師,まずは、クララが狂人確定だろ。,,,
2日目,木こりトーマス,占い師,初回から割るとは、積極的だな。,,,
2日目,木こりトーマス,占い師,まぁ、妥協なきファイトをする、前田○明のようだな。,,,
2日目,木こりトーマス,占い師,占いに３発言も使ってしまったから、喉を大事にしないとな。,,,
2日目,旅人ニコラス,村人,トーマスお帰りカパ。,,,
2日目,旅人ニコラス,村人,【トーマスのアルビン白判定確認】カパパ。,,,
2日目,旅人ニコラス,村人,判定ながっ。,,,
2日目,旅人ニコラス,村人,カパ。,,,
2日目,旅人ニコラス,村人,リザの質問>>349に答えてくれると助かるカパー。,,,
2日目,旅人ニコラス,村人,だめ、限界カパ…,,,
2日目,旅人ニコラス,村人,ポクがKOカパ…,,,
2日目,旅人ニコラス,村人,また明日カパー…,,,
2日目,木こりトーマス,占い師,まずは、内訳的には、クララが狂人だな。,Estimate,,
2日目,木こりトーマス,占い師,カタリナは狼だろ。,Estimate,Wolf,Wolf
2日目,木こりトーマス,占い師,無難に白を出して、もうちょっと生き延びたいのが見え見えで痛いくらいだ。,,,
2日目,木こりトーマス,占い師,クララは、とりあえずアルビンだけでも道連れで吊り、自分も吊り自分の使命を果たそうとしてるようだな。,,,
2日目,木こりトーマス,占い師,で、真は、機関車トーマス様だ。,,,
2日目,木こりトーマス,占い師,これだけは、みんな覚えておいてくれ。,,,
2日目,木こりトーマス,占い師,僕からの約束だよ,,,
2日目,木こりトーマス,占い師,アルビンの22:19 は、気になるな。,,,
2日目,木こりトーマス,占い師,追い詰められた村人は、自分の持ってる潜在能力を吐き出し、見えないものが見えた様子だな。,,,
2日目,木こりトーマス,占い師,まずは、俺もこの時点では、▼リーザで仮提出させてもらおう。,Vote,Execution,
2日目,木こりトーマス,占い師,のちほど変わるかもしれないがな。,,,
2日目,木こりトーマス,占い師,アルビンの勘に一つ乗せてもらおうじゃないか。,,,
2日目,木こりトーマス,占い師,初日の●の人気は、リーザだったな。,,,
2日目,木こりトーマス,占い師,もし吊って狼であれば、あの占いの希望者の中に１名ぐらい仲間の狼もいそうな感じがするな。,,,
2日目,木こりトーマス,占い師,初日からライン切りをしてる可能性もある。,,,
2日目,木こりトーマス,占い師,ちょっとその辺りも精査しなくてはならないな。,,,
2日目,木こりトーマス,占い師,＞アルビンもしよければ、リーザの事をどの辺りで狼に見えたか教えてくれ。,,,
2日目,木こりトーマス,占い師,ただ単に、アルビンを狼視したからって理由だけはやめてくれよ。,,,
2日目,木こりトーマス,占い師,リーザは現在、答えを早期に出して単独感を出そうとしてるのか,,,
2日目,青年ヨアヒム,村人,密かにまだ起きてました。,,,
2日目,青年ヨアヒム,村人,トーマスさん>>374いくら自分が白判定出したからといって、勘に頼るってどういうことなの…。,,,
2日目,青年ヨアヒム,村人,それはこんな超早い時間に提出できるほど大きいんですか。,,,
2日目,青年ヨアヒム,村人,今度こそ寝ます。,,,
2日目,木こりトーマス,占い師,単独感を出そうとしてるのかもしれない。,,,
2日目,木こりトーマス,占い師,昨日の人気といい、今日の占いが全部出てないのに早だしをしてる点とかを気にして答えてくれると助かる。,,,
2日目,木こりトーマス,占い師,俺は、彼女が狼だとすると結論を先に出して先導する、ミスリード派だと見てるがな。,,,
2日目,木こりトーマス,占い師,俺とタッグを組んで頑張ろう,,,
2日目,木こりトーマス,占い師,＞青よあひむ、一概に勘ではないのだ。,,,
2日目,木こりトーマス,占い師,アルビンは唯一、村人（灰）の中で占い師の答えを知った奴なんだ。,,,
2日目,木こりトーマス,占い師,そのキラメキは、乳タイプになった、アム○・レイのように勘がするどくなってるのだ。,,,
2日目,木こりトーマス,占い師,俺はそのアルビンの勘と、溶き澄まされた感覚を信じてみたいのだ。,,,
2日目,木こりトーマス,占い師,まぁー、アルビンが●と▼の希望を僕の票を上乗せね（ハート）ってのが僕の本音なのだよ,,,
2日目,木こりトーマス,占い師,↑訂正乳タイプ → ニュータイプ恥ずかしいぜ,,,
2日目,少女リーザ,村人,トマさん、おかえりなさーい。…,,,
2日目,少女リーザ,村人,木こりって言うのは、世を偲ぶ仮の姿なのね…,,,
2日目,少女リーザ,村人,ていうかその流れが「人間です」に繋がるのが分からないｗｗ【トマさんの商白判定確認したの】トマさん、クラ姉狂人「確定」とまで言い切っちゃうの？,,,
2日目,少女リーザ,村人,特攻狼さんの可能性もあるの。,,,
2日目,少女リーザ,村人,>>374白判定のアルさんに追従丸投げってこと…？,,,
2日目,少女リーザ,村人,むー、やっぱり印象覆らないわ。,,,
2日目,少女リーザ,村人,真でも狼でも、発言が危なっかしいのよ。,,,
2日目,少女リーザ,村人,今日はこれぐらいで。,,,
2日目,少女リーザ,村人,また明日ねー@11,,,
2日目,木こりトーマス,占い師,じゃあ、アルビン、僕の分まで灰考察頑張ってくれ！,,,
2日目,木こりトーマス,占い師,僕はトレーニングをしに、布団にいくぜ。おやすみ,,,
2日目,木こりトーマス,占い師,あーっと、リザー特攻狼は、ねーだろぉよ。,,,
2日目,木こりトーマス,占い師,アルビン吊り→霊の白判定→偽占い師吊り（クララ）→判定が黒なら、真狂狼なら、ローラーの手間が省けるって揉んだぜ。,Opinion,,
2日目,木こりトーマス,占い師,どんだけ、真狼狼の目で見てるんだ？,,,
2日目,木こりトーマス,占い師,素直に吊り手稼ぎ以外の何者にも見えないがな。,,,
2日目,木こりトーマス,占い師,さて、イメージトレーニングに再度、布団へ、レッツゴーだ！,,,
2日目,少女リーザ,村人,リズ、寝る寝る詐欺多すぎね。,,,
2日目,少女リーザ,村人,トマさん>>382 うん、だから司狼が今日黒出す意味は薄いわ。,,,
2日目,少女リーザ,村人,占内訳を真狼狼とは思ってるわけじゃ…,,,
2日目,少女リーザ,村人,特攻狼って、そういう意味なの？,,,
2日目,少女リーザ,村人,狼なら黒出しは多分しない、でも絶対しないわけじゃない、でしょ？,,,
2日目,少女リーザ,村人,"それだけで真の立場から狂人""確定""って言い切れるの？",,,
2日目,少女リーザ,村人,しかもその推論で狼確定のリナ姉ちゃんじゃなくて、▼妙…？,,,
2日目,少女リーザ,村人,これはいわゆる「釣られてる」ってヤツなの…？,,,
2日目,少女リーザ,村人,今度こそ寝るの。,,,
2日目,司書クララ,狂人,【対抗の判定確認】なんと偽ニ白かぁ。,,,
2日目,司書クララ,狂人,狼どっちだかわからないけど確実に私の信用落としに来てるね。,,,
2日目,司書クララ,狂人,今日はアルビン黒の説得とアルビンの仲間探しするよ。,,,
2日目,司書クララ,狂人,と、その前にいくつかもらってる突込みへの返答から。,,,
2日目,司書クララ,狂人,ヤコぶん>>354 は？,,,
2日目,司書クララ,狂人,これ意味わからなかったんだけど説明してくれる？,,,
2日目,司書クララ,狂人,セットは仮決定確認してからアルビンに合わせてあるし、その後も何度か確認してる。,,,
2日目,司書クララ,狂人,それをわざわざ発言しないとダメなの？,,,
2日目,司書クララ,狂人,結果も気になっ,,,
2日目,司書クララ,狂人,結果も気になったけど、それ発言してどうなのよ。,,,
2日目,司書クララ,狂人,あまり時間取れなかったから見れたところまで灰印象落としてただけなんだけど、それのどこが変なの？,,,
2日目,司書クララ,狂人,ニコラス>>366 アルビンは、判断し辛いけどやや人間よりでは見てたよ。,,,
2日目,司書クララ,狂人,初回占いなんて普通白確定するしSG阻止にはありかな、と思って決定は了解した。,,,
2日目,司書クララ,狂人,それで狼だったから正直びっくりしたよ。,,,
2日目,司書クララ,狂人,"""ぐは""は、意外だったのが一つと、これで今日確実に襲撃されちゃうなと思",,,
2日目,村長ヴァルター,村人,髭ぽっぽー。,,,
2日目,村長ヴァルター,村人,■トマぴよ>>371喉大事にって言うくらいならネタ判定に３発言も使うなと突っ込みたいピヨ。,,,
2日目,村長ヴァルター,村人,情報は出さないのにネタ判定に喉を割く、そういう所が真としてみれないピヨよ。,,,
2日目,村長ヴァルター,村人,>>373はそんちょ達から見ると、トマぴよも白判定だして生き延びたい狼というように見えるピヨけど、そこについてはどう思うピヨ？,questtion,action,
2日目,行商人アルビン,狩人,よいしょ。,,,
2日目,行商人アルビン,狩人,おそくなった昆布トーマスは真決めウチ。,,,
2日目,行商人アルビン,狩人,カタリナはロケットCOした狼。,,,
2日目,行商人アルビン,狩人,クララは狂人。,,,
2日目,行商人アルビン,狩人,この三つが真理だろうね。,Estimate,,
2日目,行商人アルビン,狩人,トーマスのネタ発言が真にみえないとかいってるひとがいるけど狼だったら慎重に信用とりたいわけで逆にやり辛いよ。,,,
2日目,行商人アルビン,狩人,真要素、とまではいえないけど、まあスタイルであって、トーマスが狼だったら多少やり辛いことをしてるとおもう昆布,,,
2日目,行商人アルビン,狩人,リーザが狼だと思った理由は「司真寄り」とかいってるからだよ 村側は自分の意見と共感できるひとを仲間だと思うわけさ。,,,
2日目,行商人アルビン,狩人,ぼくにとってクララは偽なんだから、リザに対して警戒するのは当たり前じゃん。,,,
2日目,行商人アルビン,狩人,つーわけで「なんでそんなこときくの？,,,
2日目,行商人アルビン,狩人,」ってかんじだよ昆布,,,
2日目,行商人アルビン,狩人,オットーは口数少ないけど白きめ打ってるよやっぱトーマス真にみてるとこがでかいな狼でもトーマス真っていうやつはまあいるにはいるんだけど、オットーみたいな寡黙スタイルでそれはやらんだろな昆布,,,
2日目,村娘パメラ,村人,途中で寝ちゃった、やっと出せる…,,,
2日目,村娘パメラ,村人,【商結果:羊白/書黒/樵白確認】・書の正体が何であれ、狼には真狂狼の内訳がわかりましたね…,Information,,
2日目,村娘パメラ,村人,・占候補考察を一気にするね。,,,
2日目,村娘パメラ,村人,まず内訳別状況考察。,,,
2日目,村娘パメラ,村人,[1.,Estimate,,
2日目,村娘パメラ,村人,羊狼/書真/樵狂][2.,Estimate,,
2日目,村娘パメラ,村人,羊狂/書真/樵狼]1なら樵が、2なら羊が黒誤爆を恐れたパターン。,,,
2日目,村娘パメラ,村人,状況としては最もありそうかなって思います…。,,,
2日目,村娘パメラ,村人,[3.,Estimate,,
2日目,村娘パメラ,村人,羊真/書狼/樵狂][4.,Estimate,,
2日目,村娘パメラ,村人,羊狂/書狼/樵真]3だと樵が、4なら羊が黒誤爆を恐れた,,,
2日目,村娘パメラ,村人,パターン２。,,,
2日目,村娘パメラ,村人,書狼が黒を出すパターンは、狼２潜伏だし、今日はお仕事終了吊りを免れるわけだから、ないとは言えない…。,,,
2日目,村娘パメラ,村人,でも明日確実に吊られる手を出すというのは、取りにくい手かなとは思うわ…。,,,
2日目,村娘パメラ,村人,多忙な書が今後さらに参加できなくなりそうとか、メタな考察をすることもできるけど…,,,
2日目,村娘パメラ,村人,さすがに穿ちすぎだし…。,,,
2日目,村娘パメラ,村人,[5.,,,
2日目,村娘パメラ,村人,羊真/書狂/樵狼][6.,Estimate,,
2日目,村娘パメラ,村人,羊狼/書狂/樵真]今日商を吊らせて偽確劇場したいクララさん。,Estimate,,
2日目,村娘パメラ,村人,初日から手が速いけど,,,
2日目,村娘パメラ,村人,占機能を破壊しにかかれるところが狼陣営側としてのポイントで、あっても全然おかしくないです…。,Estimate,,
2日目,村娘パメラ,村人,・次に、パンダになったアルさん考察。,,,
2日目,村娘パメラ,村人,アルさんを指摘した>>356は、>>246や>>309,,,
2日目,村娘パメラ,村人,やる気ががっくり減ってしまってる…。,,,
2日目,村娘パメラ,村人,>>356はアルにがんばってほしくて出した部分もあったのだけど、改めて考えると、村人としての考えは>>367のニコ考察のほうがしっくりくるかも…。,,,
2日目,村娘パメラ,村人,うん…,,,
2日目,村娘パメラ,村人,私も白要素に取りなおすわ…。,,,
2日目,村娘パメラ,村人,・さらに、1日目の基本姿勢とあわせて占の単体考察。,,,
2日目,村娘パメラ,村人,[樵]1日目のCO後テンションと比べると、2日目の発表は大幅遅延、おまけに目の前の>>372をスルーしてる上に真っ先に対抗考察した,,,
2日目,村娘パメラ,村人,りと、偽要素満載なの…。,,,
2日目,村娘パメラ,村人,真ならもう少し責任ある態度が欲しいし、赤ログがあれば指摘されそうだし、狂決め打ってもいいくらい。,,,
2日目,村娘パメラ,村人,狂＞＞真≧狼。,,,
2日目,村娘パメラ,村人,[羊]1日目と2日目のペースは変わらず安定してますね…。,,,
2日目,村娘パメラ,村人,>>347で襲撃懸念。,,,
2日目,村娘パメラ,村人,でも、このあたりまではベテランさんなら十分いけるレベルかしら…。,,,
2日目,村娘パメラ,村人,リナさんなら、真狼どっちでもやれそうという雰囲気が、私を惑わせるの…。,,,
2日目,村娘パメラ,村人,[書]>>354は私も気になったけど、>>384を,,,
2日目,村娘パメラ,村人,見る限りの多忙さ加減、私は理解できるわ…。,,,
2日目,村娘パメラ,村人,>>385でこちらも襲撃懸念が見える。,,,
2日目,村娘パメラ,村人,・この中から、私が考察した中で最重要と取った要素は、[商白]に[樵狂]。,,,
2日目,村娘パメラ,村人,・これらから、現時点で私は[3.,,,
2日目,村娘パメラ,村人,羊真/書狼/樵狂]＞[1.,,,
2日目,村娘パメラ,村人,羊狼/書真/樵狂]＞＞それ以外と考察します。,,,
2日目,村娘パメラ,村人,灰考察はあした。,,,
2日目,村娘パメラ,村人,うーん。,,,
2日目,村娘パメラ,村人,おやすみなさい…@11,,,
2日目,行商人アルビン,狩人,パメラ＞司狼だと今回の黒だしは結構リスキーなんだけど理解しているかい？,,,
2日目,農夫ヤコブ,村人,判定割れたお陰で狼は今日喰い先に困るだね。,,,
2日目,農夫ヤコブ,村人,ジムは鉄板護衛の可能性が高いし、占い師の誰かを喰えば真偽判明する可能性があるし、アルを喰えばクララ偽が確定するし、灰を喰えば灰狭まる上に素村を喰って無駄襲撃になる可能性が高い。,,,
2日目,農夫ヤコブ,村人,アルを確白にしなかったのは狼側にはきつかっただな。,,,
2日目,農夫ヤコブ,村人,アル単体では占い当たった反応以外は別段白いと思わねえが、クララが偽にしか見えねえんで、吊っても霊判定は白の結果しか出ないと思うだ。,,,
2日目,農夫ヤコブ,村人,リザ＞回答感謝するだよ。,,,
2日目,農夫ヤコブ,村人,アルが村に協力的な姿勢が見えねえとか白要素ととれねえというのは正直同意だべ。,,,
2日目,農夫ヤコブ,村人,クララ＞あれ以上わかりやすく説明するのは無理だべ。,,,
2日目,農夫ヤコブ,村人,あれで通じないならどう言ったって通じないだよ。,,,
2日目,農夫ヤコブ,村人,パメラ>>394忙しいからこそ占いの直前に占い以外のことを気にしてられたのがおかしいだよ。,,,
2日目,農夫ヤコブ,村人,そんで>>384の反応がまた偽くさいべ。,,,
2日目,農夫ヤコブ,村人,おらは別に真と思えないクララに白信じてもらう必要はねえんだよ。説得,,,
2日目,農夫ヤコブ,村人,すべきはクララのほうでねえの？,,,
2日目,農夫ヤコブ,村人,なぜならクララからすればおらが狩人の可能性があって、護衛取りたいなら真と信じてもらわなきゃならねえ立場だからだよ。,,,
2日目,農夫ヤコブ,村人,>>354で指摘したことといい>>384といい、クララの発言はそういう真ならば自然に出てくるはずの心情がいちいち欠けてるんだよ。,,,
2日目,農夫ヤコブ,村人,で、クララがおらを説得しないでもいい唯一のパターンは、クララがおらを黒決め打ってるときだけだと思うんだがね。,,,
2日目,農夫ヤコブ,村人,でもおらは決め打ち,,,
2日目,農夫ヤコブ,村人,は必要なときまでしない派なんで、今はクララ真の可能性も考えるだよ。,Opinion,Facilitator,
2日目,農夫ヤコブ,村人,だから真ならば是非ともおらを説得してほしいとこだべ。,Opinion,Facilitator,
2日目,農夫ヤコブ,村人,で、夜明け以降のリザの動きが、偽っぽいクララを無理に真と考察してしまったことの大失敗をなんとか取り繕おうとしてる狼に見えて仕方がないんだが。,Opinion,Facilitator,
2日目,農夫ヤコブ,村人,リザ狼とすると占い師内訳が簡単に予想できるだよ。,,,
2日目,農夫ヤコブ,村人,トマ真リナ狼クララ狂って。,,,
2日目,農夫ヤコブ,村人,1dのリナの>>286リザ占いたくないや>>322,,,
2日目,農夫ヤコブ,村人,リザ雑感からリザとラインがあるのはリナ、クララの占い希望が●妙なところからここは切れてる、>>374からしてリザ狼なら樵が真。,,,
2日目,農夫ヤコブ,村人,わかりやすすぎだが外れてないと思うだよ。,,,
2日目,農夫ヤコブ,村人,正直リナのリザ評「精査してないけど、発言も多くて、論理も明快な感じ」は共感できなかっただ。,,,
2日目,農夫ヤコブ,村人,それを言うならニコペタ村長だって当てはまる気がするだよ。,,,
2日目,農夫ヤコブ,村人,精査してないならなぜリザだけそう評価できたのかわからねえだ。,,,
